"API","API10","oper_alias","form_avg","Status","PerfLL","FirstProd","Oil_PkNorm_Perk_6mo"
"42383000230100","4238300023","PIONEER","SPBY_L_SILT","PRODUCING",1391,1/1/1970,2740
"42383000240100","4238300024","PIONEER","SPBY_JO_MILL","PRODUCING",1601,1/1/1970,1075
"42383000310100","4238300031","PIONEER","SPBY_L_SILT","PRODUCING",1558,1/1/1970,1557
"42383010910100","4238301091","PIONEER","SPBY_JO_MILL","PRODUCING",null,1/1/1970,null
"42383013070200","4238301307","PIONEER","SPBY_L_SILT","PRODUCING",1183,2/1/1978,1701
"42383015670100","4238301567","GAGE","STRAWN+","PRODUCING",null,1/1/1958,null
"42383339760100","4238333976","APACHE","WFMP_D","PRODUCING",1174,4/1/1990,1709
"42383346390000","4238334639","PIONEER","SPBY_JO_MILL","PRODUCING",928,12/1/2007,4098
"42383347080100","4238334708","ROVER","STRAWN+","PRODUCING",604,3/1/1997,42065
"42383347690200","4238334769","PIONEER","SPBY_JO_MILL","PRODUCING",1884,8/1/1997,3622
"42383351250000","4238335125","GAGE","STRAWN+","PRODUCING",3101,10/1/2001,1455
"42383351710100","4238335171","APACHE","STRAWN+","PRODUCING",2562,9/1/2001,212
"42383364850000","4238336485","LAREDO","WFMP_A","PRODUCING",3280,8/1/2009,5511
"42383369580000","4238336958","LAREDO","WFMP_A","PRODUCING",5670,1/1/2011,5929
"42383370750000","4238337075","EP","WFMP_B","PRODUCING",4212,4/1/2011,5128
"42383371370000","4238337137","EP","WFMP_B","PRODUCING",6786,8/1/2011,1426
"42383371390000","4238337139","SEM","WFMP_B","PRODUCING",5330,5/1/2011,5716
"42383372830000","4238337283","EP","WFMP_B","PRODUCING",3966,12/1/2011,4269
"42383373160000","4238337316","EP","WFMP_B","PRODUCING",7072,10/1/2011,4285
"42383373560000","4238337356","SEM","WFMP_A","PRODUCING",6930,10/1/2011,7579
"42383373580000","4238337358","EP","WFMP_A","PRODUCING",6786,11/1/2011,5211
"42383373930100","4238337393","FDL","WFMP_B_LOWER","PRODUCING",6528,1/1/2012,3773
"42383374060000","4238337406","EP","WFMP_B","PRODUCING",6948,2/1/2012,1467
"42383374250000","4238337425","SEM","WFMP_B","PRODUCING",7432,11/1/2011,5897
"42383374510300","4238337451","PT","WFMP_A","PRODUCING",4926,12/1/2012,3049
"42383374890000","4238337489","SEM","WFMP_A","PRODUCING",7460,9/1/2013,4845
"42383374990000","4238337499","LAREDO","WFMP_A","PRODUCING",5972,1/1/2012,10082
"42383375030000","4238337503","EP","WFMP_B_LOWER","PRODUCING",2906,2/1/2012,6959
"42383375550100","4238337555","PIONEER","WFMP_A","PRODUCING",6062,8/1/2012,4310
"42383375610000","4238337561","PIONEER","WFMP_B","PRODUCING",6422,5/1/2012,4463
"42383375630000","4238337563","PIONEER","WFMP_B","PRODUCING",6422,6/1/2012,4936
"42383375640000","4238337564","PIONEER","WFMP_B","PRODUCING",6577,6/1/2012,6629
"42383375650000","4238337565","PIONEER","WFMP_B","PRODUCING",6362,9/1/2012,6193
"42383375670000","4238337567","EP","WFMP_B","PRODUCING",7307,4/1/2012,1408
"42383375790100","4238337579","EP","WFMP_B","PRODUCING",6740,5/1/2012,697
"42383375810000","4238337581","EP","WFMP_B","PRODUCING",6321,3/1/2012,1431
"42383375850000","4238337585","LAREDO","WFMP_A","PRODUCING",3698,4/1/2012,20311
"42383375930001","4238337593","LAREDO","UNKNOWN","PRODUCING",3937,3/1/2012,14141
"42383375940100","4238337594","SEM","WFMP_B","PRODUCING",7690,9/1/2012,4291
"42383376270000","4238337627","LAREDO","WFMP_A","PRODUCING",3693,4/1/2012,7875
"42383376430000","4238337643","SEM","WFMP_B","PRODUCING",7699,9/1/2012,5976
"42383376580000","4238337658","PIONEER","WFMP_A","PRODUCING",7005,1/1/2013,3835
"42383376590000","4238337659","PIONEER","WFMP_A","PRODUCING",6902,9/1/2012,3801
"42383376600000","4238337660","PIONEER","WFMP_B","PRODUCING",7240,2/1/2013,4367
"42383376610000","4238337661","PIONEER","WFMP_B","PRODUCING",6612,8/1/2012,4329
"42383376620000","4238337662","PIONEER","WFMP_B","PRODUCING",6422,8/1/2012,5528
"42383376630000","4238337663","PIONEER","WFMP_B","PRODUCING",7070,4/1/2013,5272
"42383376640000","4238337664","PIONEER","WFMP_B_LOWER","PRODUCING",6911,1/1/2013,4946
"42383376720000","4238337672","SABLE","WFMP_B","PRODUCING",7871,10/1/2012,4514
"42383376810000","4238337681","SABLE","WFMP_B","PRODUCING",7731,9/1/2012,3757
"42383376890000","4238337689","PIONEER","WFMP_B_LOWER","PRODUCING",6720,12/1/2012,6429
"42383376900000","4238337690","PIONEER","WFMP_A","PRODUCING",6422,9/1/2012,2221
"42383376930000","4238337693","PIONEER","WFMP_B","PRODUCING",7380,3/1/2013,7362
"42383376940000","4238337694","PIONEER","WFMP_B","PRODUCING",7142,11/1/2012,5536
"42383377040000","4238337704","SABLE","WFMP_B","PRODUCING",8781,11/1/2012,3617
"42383377080000","4238337708","SABLE","WFMP_A","PRODUCING",6616,4/1/2015,10684
"42383377190000","4238337719","LAREDO","WFMP_A","PRODUCING",7470,7/1/2012,5791
"42383377200000","4238337720","SABLE","WFMP_A","PRODUCING",7666,6/1/2013,7133
"42383377230000","4238337723","LAREDO","WFMP_A","PRODUCING",6938,7/1/2012,5358
"42383377270000","4238337727","SABLE","WFMP_B","PRODUCING",7836,12/1/2012,3800
"42383377280000","4238337728","PIONEER","WFMP_B","PRODUCING",6535,12/1/2012,3992
"42383377290000","4238337729","PIONEER","WFMP_A","PRODUCING",7082,7/1/2013,2199
"42383377320000","4238337732","PIONEER","WFMP_B","PRODUCING",9612,1/1/2013,7121
"42383377460000","4238337746","EP","WFMP_B","PRODUCING",6971,11/1/2012,3843
"42383377540000","4238337754","SEM","WFMP_B","PRODUCING",7770,12/1/2012,4063
"42383377550000","4238337755","SEM","WFMP_B","PRODUCING",7735,7/1/2012,4394
"42383377560000","4238337756","SEM","WFMP_B","PRODUCING",7828,12/1/2012,4210
"42383377580000","4238337758","LAREDO","WFMP_D","PRODUCING",6968,7/1/2012,5337
"42383377590000","4238337759","SABLE","WFMP_A","PRODUCING",7869,5/1/2013,4353
"42383377610000","4238337761","PIONEER","WFMP_B","PRODUCING",7022,5/1/2013,2613
"42383377630000","4238337763","LAREDO","WFMP_B","PRODUCING",6933,8/1/2012,8613
"42383377670000","4238337767","SABLE","WFMP_B","PRODUCING",7662,2/1/2013,7012
"42383377770000","4238337777","LAREDO","WFMP_A","PRODUCING",7021,8/1/2012,6134
"42383377950000","4238337795","PIONEER","WFMP_A","PRODUCING",7005,1/1/2013,2548
"42383377980000","4238337798","PIONEER","WFMP_B","PRODUCING",9860,3/1/2013,6185
"42383378000000","4238337800","SABLE","WFMP_A","PRODUCING",5578,11/1/2014,3699
"42383378010000","4238337801","SABLE","WFMP_B","PRODUCING",10494,8/1/2013,3642
"42383378020000","4238337802","SABLE","WFMP_A","PRODUCING",7730,1/1/2014,3061
"42383378050000","4238337805","PIONEER","WFMP_B","PRODUCING",7380,7/1/2013,4072
"42383378060000","4238337806","PIONEER","WFMP_B","PRODUCING",7142,5/1/2013,5417
"42383378070000","4238337807","PIONEER","WFMP_B","PRODUCING",7382,11/1/2013,2010
"42383378080000","4238337808","PIONEER","WFMP_B","PRODUCING",6450,5/1/2013,5529
"42383378120000","4238337812","SABLE","WFMP_B","PRODUCING",6121,4/1/2013,2537
"42383378180000","4238337818","FDL","WFMP_B","PRODUCING",7562,4/1/2014,3635
"42383378200000","4238337820","SABLE","WFMP_B","PRODUCING",5780,12/1/2012,7539
"42383378260000","4238337826","SABLE","WFMP_B_LOWER","PRODUCING",6758,11/1/2013,15746
"42383378280000","4238337828","SEM","WFMP_A","PRODUCING",7250,12/1/2012,4249
"42383378330000","4238337833","PIONEER","WFMP_B","PRODUCING",7442,7/1/2013,2102
"42383378510000","4238337851","PT","WFMP_B","PRODUCING",4973,11/1/2012,1805
"42383378560000","4238337856","LAREDO","WFMP_A","PRODUCING",6648,9/1/2012,8595
"42383378700000","4238337870","FDL","WFMP_A","PRODUCING",7607,9/1/2012,4151
"42383378730000","4238337873","PT","WFMP_B","PRODUCING",4874,10/1/2012,2728
"42383378740000","4238337874","PIONEER","WFMP_B","PRODUCING",7382,6/1/2013,6616
"42383378750000","4238337875","PIONEER","WFMP_B","PRODUCING",7240,12/1/2012,3562
"42383378760000","4238337876","PIONEER","WFMP_B","PRODUCING",7382,12/1/2012,8748
"42383378780000","4238337878","LAREDO","WFMP_A","PRODUCING",6923,10/1/2012,8323
"42383378990000","4238337899","LAREDO","WFMP_A","PRODUCING",7473,10/1/2012,7952
"42383379020000","4238337902","SABLE","WFMP_B","PRODUCING",7586,3/1/2013,3769
"42383379100000","4238337910","FDL","WFMP_B","PRODUCING",7863,10/1/2012,4173
"42383379110000","4238337911","FDL","WFMP_A","PRODUCING",7823,11/1/2012,2009
"42383379230000","4238337923","LAREDO","WFMP_B","PRODUCING",7748,11/1/2012,10307
"42383379360000","4238337936","EP","WFMP_B","PRODUCING",7370,11/1/2012,4981
"42383379390100","4238337939","SABLE","WFMP_B","PRODUCING",9534,8/1/2014,3778
"42383379400000","4238337940","SABLE","WFMP_B","PRODUCING",9861,9/1/2015,6104
"42383379550000","4238337955","SABLE","WFMP_B","PRODUCING",6720,3/1/2015,3984
"42383379580100","4238337958","SABLE","WFMP_B","PRODUCING",9561,8/1/2013,9222
"42383379620000","4238337962","LAREDO","WFMP_A","PRODUCING",7470,4/1/2013,6017
"42383379710000","4238337971","LAREDO","WFMP_A","PRODUCING",3703,5/1/2013,1203
"42383379900000","4238337990","LAREDO","WFMP_D","PRODUCING",6937,12/1/2012,3793
"42383379980000","4238337998","SABLE","WFMP_B","PRODUCING",6113,9/1/2013,2541
"42383379990000","4238337999","SEM","WFMP_A","PRODUCING",8441,5/1/2013,5715
"42383380000000","4238338000","SEM","WFMP_A","PRODUCING",8433,5/1/2013,8560
"42383380020000","4238338002","LAREDO","WFMP_A","PRODUCING",7463,1/1/2013,5961
"42383380050000","4238338005","SEM","WFMP_A","PRODUCING",8431,5/1/2013,6055
"42383380270000","4238338027","AMERICAN","UNKNOWN","STALE-PERMIT",0,null,null
"42383380290000","4238338029","PIONEER","WFMP_B","PRODUCING",7277,8/1/2013,4174
"42383380310000","4238338031","LAREDO","WFMP_A","PRODUCING",7473,1/1/2013,7972
"42383380330000","4238338033","SABLE","WFMP_A","PRODUCING",9301,12/1/2014,4394
"42383380420000","4238338042","FDL","WFMP_B","PRODUCING",6902,2/1/2013,6904
"42383380510000","4238338051","SABLE","WFMP_B","PRODUCING",5952,6/1/2013,3636
"42383380560000","4238338056","SABLE","WFMP_B","PRODUCING",7763,12/1/2013,3604
"42383380620000","4238338062","LAREDO","WFMP_A","PRODUCING",7473,2/1/2013,7662
"42383380680000","4238338068","SEM","WFMP_B","PRODUCING",7445,9/1/2013,6526
"42383380720000","4238338072","LAREDO","WFMP_B_LOWER","PRODUCING",4233,3/1/2013,5875
"42383380730000","4238338073","PIONEER","WFMP_B","PRODUCING",9860,5/1/2013,3662
"42383380740000","4238338074","PIONEER","WFMP_B","PRODUCING",9860,5/1/2013,5185
"42383380750000","4238338075","PIONEER","WFMP_B","PRODUCING",9842,7/1/2013,3958
"42383380760000","4238338076","PIONEER","WFMP_A","PRODUCING",9842,7/1/2013,2868
"42383380810000","4238338081","FDL","WFMP_B","PRODUCING",7802,1/1/2014,3752
"42383380820000","4238338082","FDL","WFMP_B","PRODUCING",7562,1/1/2014,3920
"42383380830000","4238338083","FDL","WFMP_B_LOWER","PRODUCING",4982,5/1/2013,7653
"42383380840000","4238338084","FDL","WFMP_B","PRODUCING",6902,5/1/2013,4521
"42383380860100","4238338086","FDL","WFMP_A","PRODUCING",7749,1/1/2018,null
"42383380900000","4238338090","LAREDO","WFMP_C","PRODUCING",7201,1/1/2013,4465
"42383380950100","4238338095","SABLE","WFMP_B","PRODUCING",9536,11/1/2013,10102
"42383380960000","4238338096","SABLE","WFMP_A","PRODUCING",9174,11/1/2013,10260
"42383381120000","4238338112","LAREDO","WFMP_A","PRODUCING",7203,4/1/2013,5323
"42383381270000","4238338127","PIONEER","WFMP_B","PRODUCING",7022,5/1/2013,4747
"42383381280000","4238338128","PIONEER","WFMP_B","PRODUCING",6962,5/1/2013,5636
"42383381350000","4238338135","PIONEER","WFMP_B","PRODUCING",7142,4/1/2013,3279
"42383381370000","4238338137","PIONEER","WFMP_B","PRODUCING",7442,5/1/2013,6621
"42383381410000","4238338141","PIONEER","WFMP_B","PRODUCING",7142,9/1/2013,5187
"42383381510200","4238338151","SABLE","WFMP_B_LOWER","PRODUCING",9505,12/1/2014,5721
"42383381520000","4238338152","FDL","WFMP_B","PRODUCING",7556,4/1/2014,2743
"42383381530000","4238338153","FDL","WFMP_B","PRODUCING",7622,4/1/2014,4368
"42383381540100","4238338154","FDL","WFMP_B","PRODUCING",7577,2/1/2014,5850
"42383381550100","4238338155","FDL","WFMP_B","PRODUCING",7862,2/1/2014,6244
"42383381580000","4238338158","SABLE","WFMP_B_LOWER","PRODUCING",9505,12/1/2014,4426
"42383381680000","4238338168","LAREDO","WFMP_A","PRODUCING",7203,4/1/2013,8872
"42383381690000","4238338169","LAREDO","WFMP_A","PRODUCING",7743,5/1/2013,10306
"42383381700000","4238338170","SABLE","WFMP_B","PRODUCING",6447,6/1/2013,3353
"42383381710000","4238338171","SABLE","WFMP_A","PRODUCING",9619,11/1/2014,2143
"42383381720000","4238338172","SABLE","WFMP_B","PRODUCING",9525,11/1/2014,2022
"42383381740000","4238338174","LAREDO","WFMP_C","PRODUCING",7467,5/1/2013,4684
"42383381820000","4238338182","ENDURING","UNKNOWN","STALE-PERMIT",0,null,null
"42383381830000","4238338183","SABLE","WFMP_B","PRODUCING",7761,12/1/2013,2844
"42383381900000","4238338190","LAREDO","WFMP_A","PRODUCING",6660,6/1/2013,6457
"42383381910000","4238338191","LAREDO","WFMP_A","PRODUCING",7033,6/1/2013,7754
"42383381920000","4238338192","SABLE","WFMP_B","PRODUCING",5905,9/1/2013,2600
"42383381930000","4238338193","LAREDO","WFMP_C","PRODUCING",7147,10/1/2014,4851
"42383381950000","4238338195","SABLE","WFMP_B","PRODUCING",7816,6/1/2013,1664
"42383381980000","4238338198","SABLE","WFMP_B","PRODUCING",6346,7/1/2013,6077
"42383382020000","4238338202","PIONEER","WFMP_B","PRODUCING",7142,5/1/2013,4813
"42383382030000","4238338203","SABLE","WFMP_B","PRODUCING",8761,8/1/2013,9727
"42383382040000","4238338204","AMERICAN","UNKNOWN","STALE-PERMIT",0,null,null
"42383382120000","4238338212","CALLON","WFMP_B","PRODUCING",4640,8/1/2013,5257
"42383382140000","4238338214","SABLE","WFMP_B","PRODUCING",10321,10/1/2014,2238
"42383382150000","4238338215","FDL","WFMP_B","PRODUCING",7142,5/1/2014,3272
"42383382160000","4238338216","FDL","WFMP_B","PRODUCING",7142,4/1/2014,2794
"42383382170000","4238338217","FDL","WFMP_B","PRODUCING",6892,5/1/2014,2656
"42383382180000","4238338218","FDL","WFMP_B","PRODUCING",7142,5/1/2014,2376
"42383382190000","4238338219","FDL","WFMP_B","PRODUCING",7623,4/1/2014,3636
"42383382200000","4238338220","FDL","WFMP_B","PRODUCING",7622,3/1/2014,3267
"42383382250000","4238338225","FDL","WFMP_B","PRODUCING",8273,7/1/2017,4961
"42383382260100","4238338226","FDL","WFMP_B","PRODUCING",7872,8/1/2017,7544
"42383382270001","4238338227","FDL","UNKNOWN","DUC",null,null,null
"42383382270100","4238338227","FDL","WFMP_B_LOWER","DUC",null,null,null
"42383382290000","4238338229","PIONEER","WFMP_B","PRODUCING",7142,5/1/2013,3031
"42383382310000","4238338231","CALLON","WFMP_B","PRODUCING",4404,7/1/2013,3851
"42383382320000","4238338232","CALLON","WFMP_B","PRODUCING",5360,8/1/2013,4941
"42383382340000","4238338234","PIONEER","WFMP_B","PRODUCING",7142,8/1/2013,8835
"42383382360000","4238338236","PIONEER","WFMP_B_LOWER","PRODUCING",7442,9/1/2013,5908
"42383382380000","4238338238","PIONEER","WFMP_B_LOWER","PRODUCING",7022,6/1/2013,3951
"42383382390000","4238338239","PIONEER","WFMP_B","PRODUCING",7262,6/1/2013,3908
"42383382400000","4238338240","SABLE","WFMP_A","PRODUCING",8881,2/1/2015,7948
"42383382420000","4238338242","PIONEER","WFMP_B","PRODUCING",7682,8/1/2013,5972
"42383382440000","4238338244","SABLE","WFMP_B","PRODUCING",7362,9/1/2013,9120
"42383382450000","4238338245","PIONEER","WFMP_B","PRODUCING",7421,8/1/2013,5424
"42383382480000","4238338248","LAREDO","WFMP_A","PRODUCING",7002,11/1/2013,3731
"42383382570000","4238338257","LAREDO","WFMP_C","PRODUCING",7402,10/1/2013,20231
"42383382580100","4238338258","LAREDO","WFMP_B","PRODUCING",6053,10/1/2013,4117
"42383382610000","4238338261","PIONEER","WFMP_B","PRODUCING",7382,7/1/2013,5620
"42383382620000","4238338262","PIONEER","WFMP_B","PRODUCING",7442,8/1/2013,3194
"42383382670000","4238338267","FDL","WFMP_B","PRODUCING",9782,3/1/2014,5028
"42383382680000","4238338268","FDL","WFMP_B","PRODUCING",9782,3/1/2014,4545
"42383382690000","4238338269","FDL","WFMP_B_LOWER","PRODUCING",9542,3/1/2014,4992
"42383382700000","4238338270","SABLE","WFMP_B","PRODUCING",9521,9/1/2013,2316
"42383382710000","4238338271","FDL","WFMP_B_LOWER","PRODUCING",9542,3/1/2014,5247
"42383382730000","4238338273","FDL","WFMP_B_LOWER","PRODUCING",9544,6/1/2014,2534
"42383382740000","4238338274","FDL","WFMP_B_LOWER","PRODUCING",9784,6/1/2014,2333
"42383382750000","4238338275","PT","WFMP_B_LOWER","PRODUCING",7415,4/1/2014,2588
"42383382760100","4238338276","PT","WFMP_B","PRODUCING",9158,3/1/2014,3499
"42383382770100","4238338277","PT","WFMP_B_LOWER","PRODUCING",7749,2/1/2014,1132
"42383382780000","4238338278","SABLE","UNKNOWN","PRODUCING",0,3/1/2017,null
"42383382790000","4238338279","PIONEER","WFMP_B","PRODUCING",7446,7/1/2013,4695
"42383382900200","4238338290","FDL","WFMP_B_LOWER","PRODUCING",9482,10/1/2013,5047
"42383382910100","4238338291","FDL","WFMP_B_LOWER","PRODUCING",9715,11/1/2013,3247
"42383382940000","4238338294","FDL","WFMP_B_LOWER","PRODUCING",9543,11/1/2013,3710
"42383382950100","4238338295","FDL","WFMP_B_LOWER","PRODUCING",9302,10/1/2013,4097
"42383382960100","4238338296","SABLE","WFMP_B","PRODUCING",7878,12/1/2013,4015
"42383382970000","4238338297","SABLE","WFMP_A","PRODUCING",7703,4/1/2014,3497
"42383383010000","4238338301","SABLE","WFMP_B","PRODUCING",7741,12/1/2013,3353
"42383383020000","4238338302","SABLE","WFMP_A","PRODUCING",7561,12/1/2013,4207
"42383383060000","4238338306","PIONEER","WFMP_B","PRODUCING",9542,11/1/2013,11075
"42383383070000","4238338307","PIONEER","WFMP_A","PRODUCING",9825,11/1/2013,4678
"42383383120000","4238338312","PIONEER","WFMP_B_LOWER","PRODUCING",9842,11/1/2013,5173
"42383383130000","4238338313","PIONEER","WFMP_A","PRODUCING",6542,11/1/2013,8826
"42383383140000","4238338314","PIONEER","WFMP_B_LOWER","PRODUCING",6842,11/1/2013,12279
"42383383160000","4238338316","PIONEER","WFMP_B","PRODUCING",6542,11/1/2013,9602
"42383383170000","4238338317","APACHE","WFMP_B_LOWER","PRODUCING",7950,12/1/2014,3891
"42383383180000","4238338318","SABLE","WFMP_A","PRODUCING",7683,12/1/2013,2913
"42383383210000","4238338321","APACHE","WFMP_B","PRODUCING",6950,2/1/2014,5780
"42383383220000","4238338322","APACHE","WFMP_B","PRODUCING",7658,1/1/2015,3688
"42383383260000","4238338326","PIONEER","WFMP_B","PRODUCING",7442,8/1/2013,2625
"42383383270000","4238338327","SABLE","WFMP_A","PRODUCING",9561,8/1/2014,3591
"42383383280000","4238338328","SABLE","WFMP_B","PRODUCING",9459,9/1/2013,10516
"42383383290000","4238338329","SABLE","WFMP_A","PRODUCING",9570,8/1/2014,3066
"42383383310000","4238338331","LAREDO","WFMP_B","PRODUCING",7498,9/1/2013,7981
"42383383320000","4238338332","PIONEER","WFMP_B","PRODUCING",9842,9/1/2013,2575
"42383383340000","4238338334","PIONEER","WFMP_C","PRODUCING",9242,2/1/2014,4329
"42383383360000","4238338336","PIONEER","WFMP_B","PRODUCING",9782,2/1/2014,4631
"42383383370000","4238338337","PIONEER","WFMP_B","PRODUCING",9839,1/1/2014,7108
"42383383380000","4238338338","DISCOVERY","WFMP_B","PRODUCING",7782,1/1/2014,5246
"42383383430000","4238338343","LAREDO","WFMP_B","PRODUCING",7493,1/1/2014,7255
"42383383440000","4238338344","LAREDO","WFMP_A","PRODUCING",7440,1/1/2014,4387
"42383383450000","4238338345","LAREDO","WFMP_B","PRODUCING",7534,1/1/2014,9581
"42383383460000","4238338346","LAREDO","WFMP_A","PRODUCING",7377,2/1/2014,7547
"42383383470000","4238338347","LAREDO","WFMP_B","PRODUCING",7741,3/1/2014,10312
"42383383490000","4238338349","LAREDO","WFMP_A","PRODUCING",7869,3/1/2014,4254
"42383383530000","4238338353","CALLON","WFMP_B_LOWER","PRODUCING",5140,5/1/2014,4468
"42383383540000","4238338354","CALLON","WFMP_B_LOWER","PRODUCING",5140,5/1/2014,4443
"42383383550000","4238338355","CALLON","WFMP_B_LOWER","PRODUCING",5140,5/1/2014,5189
"42383383620000","4238338362","EP","WFMP_B","PRODUCING",7123,10/1/2013,2532
"42383383630000","4238338363","LAREDO","WFMP_B_LOWER","PRODUCING",7964,11/1/2013,6165
"42383383640000","4238338364","EP","WFMP_B","PRODUCING",7929,11/1/2013,5619
"42383383660000","4238338366","LAREDO","WFMP_B","PRODUCING",8646,11/1/2013,7215
"42383383680000","4238338368","LAREDO","WFMP_B","PRODUCING",7282,12/1/2013,10932
"42383383690000","4238338369","CALLON","WFMP_B_LOWER","PRODUCING",3870,11/1/2013,8452
"42383383700000","4238338370","PIONEER","WFMP_B","PRODUCING",7682,11/1/2013,8356
"42383383710000","4238338371","PIONEER","WFMP_A","PRODUCING",7442,11/1/2013,3169
"42383383720000","4238338372","PIONEER","WFMP_B_LOWER","PRODUCING",7682,11/1/2013,9360
"42383383780000","4238338378","PARSLEY","WFMP_B","PRODUCING",4295,12/1/2013,13155
"42383383790000","4238338379","LAREDO","WFMP_A","PRODUCING",7211,1/1/2014,4383
"42383383800000","4238338380","DISCOVERY","WFMP_B","PRODUCING",7777,12/1/2013,4848
"42383383830000","4238338383","SABLE","WFMP_B_LOWER","PRODUCING",4161,4/1/2014,6708
"42383383840000","4238338384","SABLE","WFMP_B_LOWER","PRODUCING",7717,1/1/2014,7366
"42383383870000","4238338387","EP","WFMP_B","PRODUCING",7304,10/1/2013,5419
"42383383880000","4238338388","CALLON","WFMP_B_LOWER","PRODUCING",7400,12/1/2013,5235
"42383383890000","4238338389","CALLON","WFMP_B_LOWER","PRODUCING",7400,12/1/2013,5420
"42383383920000","4238338392","PARSLEY","WFMP_B","PRODUCING",4275,11/1/2013,14252
"42383383930000","4238338393","DISCOVERY","WFMP_B","PRODUCING",7752,3/1/2014,4196
"42383383940100","4238338394","SABLE","WFMP_B","PRODUCING",7070,1/1/2014,3305
"42383383970000","4238338397","DISCOVERY","WFMP_B","PRODUCING",7762,2/1/2014,5211
"42383383990000","4238338399","PIONEER","WFMP_A","PRODUCING",6962,12/1/2013,4057
"42383384010000","4238338401","PIONEER","WFMP_B","PRODUCING",6842,12/1/2013,13365
"42383384020001","4238338402","LAREDO","UNKNOWN","PRODUCING",7083,3/1/2014,1367
"42383384040000","4238338404","FDL","WFMP_A","PRODUCING",7452,1/1/2018,null
"42383384050000","4238338405","FDL","WFMP_B","PRODUCING",7862,2/1/2014,5863
"42383384120000","4238338412","EP","WFMP_B_LOWER","PRODUCING",7182,6/1/2014,2581
"42383384130000","4238338413","EP","WFMP_B_LOWER","PRODUCING",7358,5/1/2014,3348
"42383384140000","4238338414","EP","WFMP_B","PRODUCING",6786,5/1/2014,3240
"42383384150000","4238338415","EP","WFMP_B_LOWER","PRODUCING",7121,4/1/2014,4947
"42383384160000","4238338416","FDL","WFMP_B_LOWER","PRODUCING",6905,12/1/2014,4923
"42383384170000","4238338417","FDL","WFMP_B","PRODUCING",7144,12/1/2014,4675
"42383384180000","4238338418","EP","WFMP_B","PRODUCING",6817,4/1/2014,2390
"42383384190000","4238338419","LAREDO","WFMP_B_LOWER","PRODUCING",7788,2/1/2014,8414
"42383384200200","4238338420","PIONEER","WFMP_B","PRODUCING",10322,3/1/2014,6183
"42383384210100","4238338421","PIONEER","WFMP_B_LOWER","PRODUCING",10142,2/1/2014,6451
"42383384220000","4238338422","PIONEER","WFMP_A","PRODUCING",8822,4/1/2014,4178
"42383384250000","4238338425","PIONEER","WFMP_B_LOWER","PRODUCING",7142,2/1/2014,3503
"42383384280100","4238338428","APACHE","WFMP_C","PRODUCING",4173,12/1/2013,6769
"42383384290000","4238338429","APACHE","WFMP_D","TA",4320,12/1/2013,4869
"42383384300000","4238338430","APACHE","WFMP_B","PRODUCING",3985,5/1/2014,6583
"42383384310000","4238338431","DISCOVERY","WFMP_B","PRODUCING",7651,5/1/2014,4633
"42383384320000","4238338432","DISCOVERY","WFMP_B","PRODUCING",7650,5/1/2014,5066
"42383384380000","4238338438","ENDURING","UNKNOWN","STALE-PERMIT",0,null,null
"42383384400100","4238338440","SABLE","WFMP_B","PRODUCING",4855,3/1/2015,8627
"42383384410000","4238338441","SABLE","WFMP_A","PRODUCING",9382,3/1/2015,4407
"42383384430000","4238338443","SABLE","WFMP_A","PRODUCING",6559,8/1/2014,3214
"42383384440000","4238338444","SABLE","WFMP_B","PRODUCING",5609,8/1/2014,4840
"42383384450000","4238338445","SABLE","WFMP_B","PRODUCING",6520,8/1/2014,4599
"42383384460000","4238338446","APACHE","WFMP_B","PRODUCING",4132,4/1/2014,5746
"42383384470000","4238338447","APACHE","WFMP_B_LOWER","PRODUCING",4245,4/1/2014,5242
"42383384480000","4238338448","SABLE","WFMP_A","PRODUCING",6367,11/1/2014,2876
"42383384490000","4238338449","SABLE","WFMP_B","PRODUCING",6470,8/1/2014,5517
"42383384500000","4238338450","SABLE","WFMP_A","PRODUCING",5369,8/1/2014,3847
"42383384510000","4238338451","SABLE","WFMP_B","PRODUCING",6266,4/1/2015,4993
"42383384520000","4238338452","SABLE","WFMP_B","PRODUCING",7092,8/1/2014,6514
"42383384530000","4238338453","SABLE","WFMP_B","PRODUCING",5233,8/1/2014,3647
"42383384540000","4238338454","SABLE","WFMP_A","PRODUCING",5745,1/1/2015,2022
"42383384550000","4238338455","SABLE","WFMP_B","PRODUCING",5577,11/1/2014,1233
"42383384570000","4238338457","APACHE","WFMP_B_LOWER","PRODUCING",4147,6/1/2014,6626
"42383384580000","4238338458","APACHE","WFMP_B","PRODUCING",4152,7/1/2014,7120
"42383384590000","4238338459","SABLE","WFMP_A","PRODUCING",5609,8/1/2014,3062
"42383384600000","4238338460","SABLE","WFMP_B_LOWER","PRODUCING",5566,6/1/2014,6721
"42383384630000","4238338463","SABLE","WFMP_B_LOWER","PRODUCING",5216,5/1/2014,11994
"42383384640000","4238338464","FDL","WFMP_B_LOWER","PRODUCING",8102,9/1/2014,4733
"42383384650000","4238338465","FDL","WFMP_B_LOWER","PRODUCING",8344,9/1/2014,6711
"42383384660000","4238338466","FDL","WFMP_B_LOWER","PRODUCING",7624,8/1/2014,7120
"42383384670000","4238338467","FDL","WFMP_B_LOWER","PRODUCING",8024,9/1/2014,7299
