"API","API10","oper_alias","form_avg","Status","PerfLL","FirstProd","Oil_PkNorm_Perk_6mo"
"42383390100000","4238339010","APACHE","WFMP_B_LOWER","PRODUCING",6640,7/1/2015,3761
"42383390130000","4238339013","OXY","WFMP_A","PRODUCING",7286,7/1/2015,15348
"42383390140000","4238339014","DISCOVERY","WFMP_B","PRODUCING",7670,3/1/2015,2096
"42383390150000","4238339015","AMERICAN","WFMP_A","DUC",null,null,null
"42383390170000","4238339017","FDL","WFMP_B_LOWER","PRODUCING",7144,12/1/2014,6079
"42383390230000","4238339023","OXY","WFMP_B_LOWER","PRODUCING",7516,8/1/2015,7829
"42383390250000","4238339025","SABLE","WFMP_B_LOWER","PRODUCING",6266,4/1/2015,6034
"42383390330000","4238339033","APACHE","WFMP_B","PRODUCING",6444,7/1/2015,4314
"42383390340100","4238339034","CALLON","WFMP_B_LOWER","PRODUCING",9578,4/1/2015,6272
"42383390350000","4238339035","CALLON","WFMP_B_LOWER","PRODUCING",9329,6/1/2015,5573
"42383390370000","4238339037","APACHE","WFMP_D","PRODUCING",6453,10/1/2016,6762
"42383390380000","4238339038","FDL","WFMP_B","PRODUCING",4504,9/1/2014,2138
"42383390390000","4238339039","LAREDO","WFMP_C","PRODUCING",8740,3/1/2015,2465
"42383390400000","4238339040","APACHE","WFMP_A","PRODUCING",6518,8/1/2015,6691
"42383390530000","4238339053","LAREDO","WFMP_B","PRODUCING",8599,3/1/2015,7080
"42383390550000","4238339055","APACHE","WFMP_B","PRODUCING",8323,5/1/2016,6641
"42383390570000","4238339057","OXY","WFMP_B_LOWER","PRODUCING",7549,7/1/2015,9507
"42383390580000","4238339058","OXY","WFMP_B_LOWER","PRODUCING",7353,7/1/2015,9387
"42383390600000","4238339060","LAREDO","WFMP_B_LOWER","PRODUCING",7855,1/1/2015,11042
"42383390610000","4238339061","LAREDO","WFMP_A","PRODUCING",7775,2/1/2015,5099
"42383390660000","4238339066","SABLE","WFMP_A","PRODUCING",9711,12/1/2014,5758
"42383390670000","4238339067","AMERICAN","UNKNOWN","STALE-PERMIT",0,null,null
"42383390800000","4238339080","AMERICAN","UNKNOWN","STALE-PERMIT",0,null,null
"42383390840000","4238339084","AMERICAN","UNKNOWN","STALE-PERMIT",0,null,null
"42383390850000","4238339085","EP","WFMP_B_LOWER","PRODUCING",8476,2/1/2015,11596
"42383390860000","4238339086","EP","WFMP_B","PRODUCING",7406,1/1/2015,4411
"42383390870000","4238339087","EP","WFMP_B_LOWER","PRODUCING",8282,2/1/2015,10723
"42383390880000","4238339088","EP","WFMP_B_LOWER","PRODUCING",7211,4/1/2015,6049
"42383390890000","4238339089","EP","WFMP_B_LOWER","PRODUCING",7299,4/1/2015,6405
"42383390900000","4238339090","EP","WFMP_B_LOWER","PRODUCING",7212,4/1/2015,7000
"42383390920000","4238339092","PIONEER","UNKNOWN","PERMIT",null,null,null
"42383390930000","4238339093","PIONEER","UNKNOWN","PERMIT",null,null,null
"42383390970100","4238339097","OXY","WFMP_B_LOWER","PRODUCING",6636,12/1/2015,6157
"42383391000100","4238339100","OXY","WFMP_C_TARGET","PRODUCING",6778,1/1/2016,7570
"42383391010000","4238339101","CALLON","WFMP_B_LOWER","PRODUCING",9366,10/1/2015,4836
"42383391020000","4238339102","ELEVATION","WFMP_B_LOWER","PRODUCING",7142,12/1/2014,4707
"42383391030000","4238339103","ELEVATION","WFMP_B","PRODUCING",7020,12/1/2014,3779
"42383391050000","4238339105","PIONEER","WFMP_B","PRODUCING",9746,4/1/2015,4957
"42383391060000","4238339106","CALLON","WFMP_B_LOWER","PRODUCING",9525,8/1/2015,5252
"42383391090000","4238339109","FDL","WFMP_B_LOWER","PRODUCING",9064,12/1/2015,2550
"42383391100000","4238339110","FDL","WFMP_B_LOWER","PRODUCING",8584,12/1/2015,5117
"42383391120000","4238339112","PIONEER","WFMP_B_LOWER","PRODUCING",9422,11/1/2015,7917
"42383391130000","4238339113","PIONEER","WFMP_B","PRODUCING",9746,4/1/2015,6003
"42383391160000","4238339116","PIONEER","WFMP_B","PRODUCING",9786,11/1/2015,9492
"42383391170000","4238339117","PIONEER","WFMP_B","PRODUCING",9722,11/1/2015,15619
"42383391260000","4238339126","CALLON","WFMP_B_LOWER","PRODUCING",5420,2/1/2015,5703
"42383391280000","4238339128","CALLON","WFMP_B_LOWER","PRODUCING",5500,2/1/2015,7746
"42383391330200","4238339133","CALLON","WFMP_B","PRODUCING",7289,6/1/2015,2517
"42383391410000","4238339141","CALLON","WFMP_A","PRODUCING",7725,7/1/2015,3661
"42383391420000","4238339142","FDL","WFMP_B","PRODUCING",4604,2/1/2015,2145
"42383391630100","4238339163","LAREDO","WFMP_B_LOWER","PRODUCING",5574,9/1/2015,7199
"42383391770000","4238339177","PIONEER","WFMP_B_LOWER","PRODUCING",9758,8/1/2017,15177
"42383391790000","4238339179","PIONEER","WFMP_B_LOWER","PRODUCING",9908,7/1/2017,15410
"42383391800000","4238339180","PIONEER","WFMP_B_LOWER","PRODUCING",9834,8/1/2017,11880
"42383391810000","4238339181","PIONEER","WFMP_B_LOWER","PRODUCING",9907,8/1/2017,11368
"42383391820000","4238339182","PIONEER","WFMP_B_LOWER","PRODUCING",8072,8/1/2017,12476
"42383391840000","4238339184","LAREDO","WFMP_C","PRODUCING",8726,3/1/2015,4274
"42383391880000","4238339188","PARSLEY","WFMP_B_LOWER","PRODUCING",7571,3/1/2015,11974
"42383391920000","4238339192","SABLE","WFMP_B","PRODUCING",5740,5/1/2015,5377
"42383391930000","4238339193","SABLE","WFMP_A","PRODUCING",5741,5/1/2015,7659
"42383391950000","4238339195","SABLE","WFMP_B_LOWER","PRODUCING",5391,5/1/2015,5241
"42383391960100","4238339196","SABLE","WFMP_B","PRODUCING",5565,5/1/2015,2499
"42383391980000","4238339198","SABLE","WFMP_B","PRODUCING",5565,5/1/2015,6772
"42383391990000","4238339199","SABLE","WFMP_A","PRODUCING",5387,6/1/2015,13639
"42383392020000","4238339202","SABLE","WFMP_A","PRODUCING",6049,3/1/2015,8318
"42383392030100","4238339203","SABLE","WFMP_A","PRODUCING",6349,3/1/2015,6817
"42383392050000","4238339205","SABLE","WFMP_B_LOWER","PRODUCING",6654,3/1/2015,4236
"42383392100000","4238339210","SABLE","WFMP_B","PRODUCING",6571,3/1/2015,6895
"42383392110000","4238339211","SABLE","WFMP_A","PRODUCING",6559,4/1/2015,8293
"42383392230000","4238339223","FDL","WFMP_A","PRODUCING",8104,12/1/2014,2475
"42383392240000","4238339224","FDL","WFMP_B","PRODUCING",8103,12/1/2014,1860
"42383392250100","4238339225","FDL","WFMP_B","PRODUCING",8103,12/1/2014,3330
"42383392330000","4238339233","CALLON","WFMP_B_LOWER","PRODUCING",7550,11/1/2015,9792
"42383392470000","4238339247","PARSLEY","WFMP_B_LOWER","PRODUCING",6063,2/1/2015,10425
"42383392500000","4238339250","PARSLEY","WFMP_B_LOWER","PRODUCING",5063,3/1/2015,11971
"42383392550000","4238339255","APACHE","WFMP_B","PRODUCING",3700,3/1/2015,7577
"42383392560000","4238339256","PIONEER","WFMP_B","PRODUCING",6907,9/1/2015,7924
"42383392660000","4238339266","PIONEER","WFMP_B","PRODUCING",10047,9/1/2015,7624
"42383392670000","4238339267","PIONEER","WFMP_B","PRODUCING",10287,9/1/2015,7810
"42383392780000","4238339278","FDL","WFMP_B","PRODUCING",7074,2/1/2015,5183
"42383392800000","4238339280","BTA","WFMP_B","PRODUCING",8225,5/1/2015,6806
"42383392810000","4238339281","BTA","WFMP_A","PRODUCING",9390,5/1/2015,5026
"42383392820000","4238339282","FDL","WFMP_B","PRODUCING",4230,3/1/2015,6045
"42383392880000","4238339288","SABLE","WFMP_A","PRODUCING",6353,4/1/2015,8824
"42383392920000","4238339292","DEVON","UNKNOWN","STALE-PERMIT",0,null,null
"42383392940000","4238339294","DISCOVERY","WFMP_A","PRODUCING",8051,11/1/2017,null
"42383392960000","4238339296","DISCOVERY","WFMP_B","PRODUCING",7886,10/1/2017,6271
"42383392970000","4238339297","DISCOVERY","WFMP_A","COMPLETED",null,null,null
"42383392980000","4238339298","DISCOVERY","WFMP_A","PRODUCING",7766,10/1/2017,3728
"42383392990000","4238339299","LAREDO","WFMP_D","PRODUCING",7665,3/1/2015,5943
"42383393000000","4238339300","LAREDO","WFMP_A","PRODUCING",8646,6/1/2015,10785
"42383393030000","4238339303","LAREDO","WFMP_A","PRODUCING",5671,9/1/2015,4248
"42383393040000","4238339304","LAREDO","WFMP_B","PRODUCING",5611,9/1/2015,4714
"42383393050000","4238339305","LAREDO","WFMP_B_LOWER","PRODUCING",5669,9/1/2015,5254
"42383393060000","4238339306","LAREDO","WFMP_B_LOWER","PRODUCING",5549,9/1/2015,3476
"42383393090000","4238339309","DISCOVERY","WFMP_A","PRODUCING",8572,10/1/2016,5564
"42383393110000","4238339311","DISCOVERY","WFMP_B","PRODUCING",8912,10/1/2016,7756
"42383393120000","4238339312","DISCOVERY","WFMP_A","PRODUCING",8507,10/1/2016,5304
"42383393140000","4238339314","SABLE","WFMP_A","PRODUCING",5017,5/1/2015,10374
"42383393150000","4238339315","LAREDO","WFMP_D","PRODUCING",8142,4/1/2015,3649
"42383393160000","4238339316","PARSLEY","WFMP_B_LOWER","PRODUCING",10458,4/1/2015,11207
"42383393200000","4238339320","SABLE","WFMP_A","PRODUCING",7094,4/1/2015,3892
"42383393210000","4238339321","OXY","WFMP_C","PRODUCING",4200,11/1/2015,4821
"42383393220000","4238339322","OXY","WFMP_C","PRODUCING",4282,8/1/2015,2973
"42383393230000","4238339323","OXY","WFMP_C_TARGET","PRODUCING",4296,8/1/2015,4099
"42383393240100","4238339324","SABLE","WFMP_A","PRODUCING",9941,5/1/2015,2201
"42383393260100","4238339326","PT","WFMP_A","PRODUCING",6451,8/1/2015,3700
"42383393270000","4238339327","PARSLEY","WFMP_B_LOWER","PRODUCING",5098,3/1/2015,13192
"42383393280000","4238339328","DISCOVERY","WFMP_B","PRODUCING",8510,10/1/2015,6006
"42383393320000","4238339332","DISCOVERY","WFMP_B","PRODUCING",8590,10/1/2015,3960
"42383393330000","4238339333","DISCOVERY","WFMP_B","PRODUCING",8560,10/1/2015,5530
"42383393340000","4238339334","LAREDO","WFMP_A","PRODUCING",8132,6/1/2015,10446
"42383393350000","4238339335","EP","WFMP_B_LOWER","PRODUCING",7553,1/1/2015,7833
"42383393360000","4238339336","EP","WFMP_B_LOWER","PRODUCING",7553,5/1/2015,3126
"42383393370000","4238339337","EP","WFMP_B_LOWER","PRODUCING",7565,5/1/2015,5472
"42383393380000","4238339338","PARSLEY","WFMP_B_LOWER","PRODUCING",4364,5/1/2015,11385
"42383393390000","4238339339","SABLE","WFMP_B","PRODUCING",7841,7/1/2015,1299
"42383393400000","4238339340","SABLE","WFMP_A","PRODUCING",8064,9/1/2015,9207
"42383393410000","4238339341","PIONEER","WFMP_B","PRODUCING",10028,10/1/2015,14971
"42383393420000","4238339342","CALLON","WFMP_B","PRODUCING",7182,7/1/2015,5024
"42383393430000","4238339343","SABLE","WFMP_A","PRODUCING",10433,12/1/2015,5030
"42383393440000","4238339344","SABLE","WFMP_A","PRODUCING",10597,12/1/2015,5080
"42383393450000","4238339345","SABLE","WFMP_B","PRODUCING",10645,9/1/2015,8142
"42383393460000","4238339346","SABLE","WFMP_A","PRODUCING",10620,9/1/2015,6289
"42383393470100","4238339347","CALLON","WFMP_A","PRODUCING",7182,7/1/2015,6766
"42383393480000","4238339348","CALLON","WFMP_B","PRODUCING",7193,7/1/2015,9892
"42383393500000","4238339350","CALLON","WFMP_A","PRODUCING",7096,7/1/2015,6120
"42383393510000","4238339351","DISCOVERY","WFMP_B","PRODUCING",10280,3/1/2016,5868
"42383393530000","4238339353","CALLON","WFMP_B","PRODUCING",7656,8/1/2015,10186
"42383393540000","4238339354","CALLON","WFMP_A","PRODUCING",7481,6/1/2015,9115
"42383393550000","4238339355","CALLON","WFMP_A","PRODUCING",7652,6/1/2015,8352
"42383393560000","4238339356","LAREDO","WFMP_B","PRODUCING",9643,7/1/2015,7805
"42383393570000","4238339357","SABLE","WFMP_A","PRODUCING",9841,1/1/2016,3658
"42383393580000","4238339358","DISCOVERY","WFMP_B_LOWER","PRODUCING",10895,3/1/2016,4191
"42383393610000","4238339361","LAREDO","WFMP_D","PRODUCING",9803,6/1/2015,8155
"42383393630000","4238339363","EP","WFMP_A","PRODUCING",8979,3/1/2016,7638
"42383393640100","4238339364","EP","WFMP_B","PRODUCING",8896,3/1/2016,5282
"42383393650000","4238339365","EP","WFMP_A","PRODUCING",8757,3/1/2016,9044
"42383393660000","4238339366","LAREDO","UNKNOWN","STALE-PERMIT",null,null,null
"42383393680000","4238339368","PARSLEY","WFMP_B_LOWER","PRODUCING",9511,7/1/2015,13803
"42383393690100","4238339369","LAREDO","WFMP_B","PRODUCING",10080,7/1/2015,4830
"42383393700000","4238339370","OXY","WFMP_B_LOWER","PRODUCING",6144,11/1/2015,10097
"42383393710000","4238339371","OXY","WFMP_B","PRODUCING",6274,11/1/2015,9389
"42383393720000","4238339372","OXY","WFMP_A","PRODUCING",6340,9/1/2015,13367
"42383393750000","4238339375","LAREDO","WFMP_B","PRODUCING",10030,2/1/2016,9300
"42383393760000","4238339376","SABLE","WFMP_B_LOWER","PRODUCING",8417,2/1/2016,2113
"42383393780000","4238339378","SABLE","WFMP_B","PRODUCING",8368,12/1/2015,7740
"42383393790100","4238339379","SABLE","WFMP_A","PRODUCING",8366,12/1/2015,5832
"42383393800000","4238339380","SABLE","WFMP_B","PRODUCING",8485,12/1/2015,7401
"42383393810000","4238339381","LAREDO","WFMP_B","PRODUCING",10030,2/1/2016,8526
"42383393820000","4238339382","SABLE","WFMP_A","PRODUCING",8320,12/1/2015,5824
"42383393840000","4238339384","CALLON","WFMP_B_LOWER","PRODUCING",6392,8/1/2015,9411
"42383393850000","4238339385","CALLON","WFMP_B","PRODUCING",6460,8/1/2015,10145
"42383393860000","4238339386","SABLE","WFMP_B","PRODUCING",8492,12/1/2015,3920
"42383393870000","4238339387","SABLE","WFMP_A","PRODUCING",8476,2/1/2016,2498
"42383393880000","4238339388","SABLE","WFMP_B_LOWER","PRODUCING",8446,12/1/2015,5640
"42383393890000","4238339389","SABLE","WFMP_A","PRODUCING",8496,1/1/2016,4071
"42383393900000","4238339390","SABLE","WFMP_B_LOWER","PRODUCING",8508,12/1/2015,3924
"42383393920000","4238339392","SABLE","WFMP_A","PRODUCING",8193,1/1/2016,9324
"42383393930000","4238339393","SABLE","WFMP_B","PRODUCING",8363,11/1/2015,8526
"42383393940000","4238339394","SABLE","WFMP_B_LOWER","PRODUCING",8367,12/1/2015,6099
"42383393950000","4238339395","SABLE","WFMP_A","PRODUCING",8367,1/1/2016,4854
"42383393960000","4238339396","SABLE","WFMP_B_LOWER","PRODUCING",8321,12/1/2015,4347
"42383393970000","4238339397","LAREDO","WFMP_B","PRODUCING",7305,1/1/2016,7836
"42383394000000","4238339400","LAREDO","WFMP_B","PRODUCING",9938,2/1/2016,7979
"42383394040000","4238339404","PARSLEY","WFMP_A","PRODUCING",9181,9/1/2015,6539
"42383394050000","4238339405","PARSLEY","WFMP_B","PRODUCING",7735,12/1/2015,13838
"42383394070100","4238339407","SABLE","WFMP_B","PRODUCING",4397,8/1/2015,9164
"42383394080000","4238339408","PARSLEY","WFMP_B_LOWER","PRODUCING",10297,8/1/2015,12562
"42383394090000","4238339409","PARSLEY","WFMP_B","PRODUCING",4863,10/1/2015,12593
"42383394100000","4238339410","LAREDO","WFMP_B","PRODUCING",8233,7/1/2015,8552
"42383394130100","4238339413","PARSLEY","WFMP_B_LOWER","PRODUCING",9841,9/1/2015,14049
"42383394140000","4238339414","LAREDO","WFMP_B","PRODUCING",10575,10/1/2015,6922
"42383394150000","4238339415","LAREDO","WFMP_B","PRODUCING",10470,10/1/2015,4098
"42383394160000","4238339416","LAREDO","WFMP_B","PRODUCING",10470,10/1/2015,5409
"42383394170000","4238339417","LAREDO","WFMP_A","PRODUCING",4500,7/1/2015,15427
"42383394180100","4238339418","PARSLEY","WFMP_A","PRODUCING",4794,9/1/2015,10213
"42383394190000","4238339419","LAREDO","WFMP_B","PRODUCING",9965,1/1/2016,6315
"42383394200000","4238339420","LAREDO","WFMP_B","PRODUCING",10030,1/1/2016,6531
"42383394210000","4238339421","LAREDO","WFMP_B_LOWER","PRODUCING",10214,1/1/2016,6154
"42383394220000","4238339422","LAREDO","WFMP_B","PRODUCING",9940,1/1/2016,6972
"42383394230000","4238339423","LAREDO","WFMP_B_LOWER","PRODUCING",10262,1/1/2016,5283
"42383394240000","4238339424","LAREDO","WFMP_B","PRODUCING",9904,1/1/2016,7292
"42383394250000","4238339425","LAREDO","WFMP_B_LOWER","PRODUCING",9932,1/1/2016,8288
"42383394260000","4238339426","LAREDO","WFMP_B","PRODUCING",10098,1/1/2016,5227
"42383394280000","4238339428","LAREDO","WFMP_B","PRODUCING",9994,2/1/2015,7955
"42383394290000","4238339429","LAREDO","WFMP_B_LOWER","PRODUCING",10213,1/1/2016,5138
"42383394320000","4238339432","LAREDO","WFMP_D","PRODUCING",9376,3/1/2016,11943
"42383394330000","4238339433","LAREDO","WFMP_B","PRODUCING",9757,3/1/2016,9841
"42383394370000","4238339437","PARSLEY","WFMP_B_LOWER","PRODUCING",9903,11/1/2015,16510
"42383394390000","4238339439","LAREDO","WFMP_B_LOWER","PRODUCING",10193,1/1/2016,3244
"42383394400000","4238339440","DISCOVERY","WFMP_C","PRODUCING",8940,10/1/2015,3128
"42383394420000","4238339442","OXY","WFMP_A","PRODUCING",6596,12/1/2015,8969
"42383394440000","4238339444","OXY","WFMP_B","PRODUCING",6466,12/1/2015,6387
"42383394460000","4238339446","CALLON","WFMP_A","PRODUCING",4119,9/1/2015,5949
"42383394470000","4238339447","LAREDO","WFMP_B","PRODUCING",8621,10/1/2015,10029
"42383394480000","4238339448","PARSLEY","WFMP_B_LOWER","PRODUCING",6773,10/1/2015,11538
"42383394520000","4238339452","PT","WFMP_B_LOWER","PRODUCING",7591,3/1/2016,7983
"42383394540000","4238339454","PARSLEY","WFMP_A","PRODUCING",6774,10/1/2015,5841
"42383394550000","4238339455","SABLE","WFMP_B","PRODUCING",4463,12/1/2015,10760
"42383394570000","4238339457","SABLE","WFMP_B","PRODUCING",5078,11/1/2015,15384
"42383394590000","4238339459","OXY","WFMP_B","PRODUCING",6865,1/1/2016,6661
"42383394600000","4238339460","OXY","WFMP_B","PRODUCING",6946,12/1/2015,12725
"42383394610000","4238339461","SABLE","WFMP_B","PRODUCING",5103,11/1/2015,8470
"42383394620000","4238339462","CALLON","UNKNOWN","DUC",null,null,null
"42383394630000","4238339463","CALLON","WFMP_B_LOWER","PRODUCING",7795,4/1/2016,7350
"42383394640000","4238339464","PARSLEY","WFMP_B_LOWER","PRODUCING",10508,2/1/2016,10731
"42383394650000","4238339465","OXY","WFMP_A","PRODUCING",6728,1/1/2016,8333
"42383394660000","4238339466","OXY","WFMP_A","PRODUCING",6826,12/1/2015,13327
"42383394670000","4238339467","PARSLEY","WFMP_B_LOWER","PRODUCING",7044,12/1/2015,10505
"42383394680000","4238339468","SABLE","WFMP_B_LOWER","PRODUCING",10004,11/1/2017,null
"42383394700000","4238339470","LAREDO","WFMP_B","PRODUCING",10030,2/1/2016,8446
"42383394720000","4238339472","LAREDO","WFMP_B","PRODUCING",9938,2/1/2016,6846
"42383394740000","4238339474","SABLE","SPBY_L_SHALE","PRODUCING",7148,12/1/2015,3082
"42383394750000","4238339475","SABLE","WFMP_C","PRODUCING",9714,11/1/2015,7549
"42383394760100","4238339476","PT","WFMP_B","PRODUCING",7007,12/1/2015,7248
"42383394770100","4238339477","SABLE","WFMP_A","PRODUCING",7744,12/1/2015,2704
"42383394790000","4238339479","PARSLEY","WFMP_B_LOWER","PRODUCING",9839,1/1/2016,11309
"42383394800000","4238339480","EP","WFMP_A","PRODUCING",7925,3/1/2016,8269
"42383394810000","4238339481","EP","WFMP_A","PRODUCING",7738,3/1/2016,9737
"42383394820000","4238339482","CALLON","WFMP_B_LOWER","PRODUCING",7518,12/1/2015,16256
"42383394830000","4238339483","LAREDO","WFMP_B","PRODUCING",8937,11/1/2015,11347
"42383394840000","4238339484","AMERICAN","WFMP_B","DUC",0,null,null
"42383394850000","4238339485","AMERICAN","WFMP_A","DUC",0,null,null
"42383394870000","4238339487","PARSLEY","WFMP_A","PRODUCING",7187,12/1/2015,8694
"42383394880000","4238339488","CALLON","WFMP_B_LOWER","PRODUCING",7578,12/1/2015,11074
"42383394890000","4238339489","SABLE","WFMP_B_LOWER","PRODUCING",10106,10/1/2016,9049
"42383394900000","4238339490","AMERICAN","WFMP_A","DUC",0,null,null
"42383394950000","4238339495","CALLON","WFMP_B_LOWER","PRODUCING",7133,5/1/2016,4046
"42383394960000","4238339496","PARSLEY","WFMP_B_LOWER","PRODUCING",10407,1/1/2016,12018
"42383394980000","4238339498","PARSLEY","WFMP_B_LOWER","PRODUCING",9724,1/1/2016,10566
"42383394990000","4238339499","OXY","WFMP_B","PRODUCING",6502,4/1/2016,9239
"42383395000000","4238339500","OXY","WFMP_A","PRODUCING",6814,4/1/2016,13236
"42383395010000","4238339501","OXY","WFMP_B_LOWER","PRODUCING",8370,6/1/2017,9099
"42383395020000","4238339502","OXY","WFMP_A","PRODUCING",8027,6/1/2017,13619
"42383395030000","4238339503","OXY","WFMP_A","PRODUCING",6952,4/1/2016,11650
"42383395040000","4238339504","OXY","WFMP_B","PRODUCING",6902,4/1/2016,10962
"42383395050100","4238339505","SABLE","WFMP_B","PRODUCING",10534,12/1/2015,8131
"42383395060000","4238339506","OXY","WFMP_B_LOWER","PRODUCING",6835,3/1/2017,10335
"42383395070000","4238339507","CALLON","WFMP_B","PRODUCING",7145,9/1/2016,8472
"42383395080000","4238339508","CALLON","WFMP_A","PRODUCING",7138,9/1/2016,7824
"42383395090000","4238339509","OXY","WFMP_A","PRODUCING",6847,3/1/2017,8279
"42383395110000","4238339511","SABLE","WFMP_B_LOWER","PRODUCING",7090,8/1/2017,6152
"42383395160000","4238339516","PARSLEY","WFMP_B_LOWER","PRODUCING",10446,2/1/2016,7657
"42383395170000","4238339517","SABLE","WFMP_B","PRODUCING",10307,3/1/2016,9629
"42383395210000","4238339521","SABLE","WFMP_B","PRODUCING",4471,12/1/2015,7699
"42383395220000","4238339522","SABLE","WFMP_B","PRODUCING",7474,8/1/2017,5960
"42383395240000","4238339524","SABLE","WFMP_A","PRODUCING",7318,2/1/2016,2826
"42383395250000","4238339525","SABLE","WFMP_B","PRODUCING",9894,3/1/2016,7657
"42383395260000","4238339526","SABLE","WFMP_B","PRODUCING",5048,3/1/2016,7543
"42383395270000","4238339527","SABLE","WFMP_B","PRODUCING",4892,3/1/2016,10544
"42383395280000","4238339528","PARSLEY","WFMP_B_LOWER","PRODUCING",6635,3/1/2016,10423
"42383395350000","4238339535","SABLE","WFMP_A","PRODUCING",7617,5/1/2016,9865
"42383395410000","4238339541","PARSLEY","WFMP_B","PRODUCING",10218,5/1/2016,9430
"42383395450000","4238339545","PARSLEY","WFMP_B_LOWER","PRODUCING",5054,3/1/2016,11462
"42383395460000","4238339546","SABLE","WFMP_A","PRODUCING",9547,6/1/2016,7231
"42383395470000","4238339547","OXY","WFMP_B","PRODUCING",6962,10/1/2016,8070
"42383395480000","4238339548","LAREDO","WFMP_B","PRODUCING",10672,4/1/2016,10561
"42383395490000","4238339549","LAREDO","WFMP_B","PRODUCING",9937,4/1/2016,11448
"42383395500000","4238339550","LAREDO","WFMP_B","PRODUCING",9757,5/1/2016,9920
"42383395510000","4238339551","LAREDO","WFMP_B","PRODUCING",7646,5/1/2016,7930
"42383395520000","4238339552","PARSLEY","WFMP_B_LOWER","PRODUCING",5049,3/1/2016,8584
"42383395530000","4238339553","PARSLEY","WFMP_B_LOWER","PRODUCING",7546,2/1/2017,13049
"42383395540000","4238339554","OXY","WFMP_A","PRODUCING",7162,10/1/2016,13843
"42383395550000","4238339555","SABLE","WFMP_B","PRODUCING",10328,6/1/2016,7002
"42383395560000","4238339556","OXY","WFMP_B","PRODUCING",6562,10/1/2016,12444
"42383395570200","4238339557","OXY","WFMP_B","PRODUCING",7962,10/1/2016,15097
"42383395580100","4238339558","OXY","WFMP_A","PRODUCING",7962,10/1/2016,11912
"42383395590000","4238339559","PARSLEY","WFMP_B_LOWER","PRODUCING",9272,6/1/2016,17275
"42383395600000","4238339560","PARSLEY","WFMP_B_LOWER","DUC",null,null,null
"42383395600001","4238339560","PARSLEY","UNKNOWN","PRODUCING",7478,4/1/2016,13401
"42383395620000","4238339562","SABLE","WFMP_B","PRODUCING",10241,6/1/2016,7601
"42383395630000","4238339563","SABLE","WFMP_B","PRODUCING",10252,6/1/2016,7370
"42383395650000","4238339565","OXY","WFMP_B_LOWER","PRODUCING",8367,6/1/2017,10783
"42383395660000","4238339566","OXY","WFMP_A","PRODUCING",8547,6/1/2017,11270
"42383395680000","4238339568","LAREDO","WFMP_B","PRODUCING",10491,5/1/2016,10895
"42383395690000","4238339569","SABLE","WFMP_B","PRODUCING",4469,6/1/2016,6868
"42383395710000","4238339571","OXY","WFMP_A","PRODUCING",6952,11/1/2016,7544
"42383395720000","4238339572","OXY","WFMP_B","PRODUCING",6792,11/1/2016,6466
"42383395730000","4238339573","OXY","WFMP_A","PRODUCING",6463,3/1/2017,14892
"42383395740000","4238339574","OXY","WFMP_B_LOWER","PRODUCING",6792,3/1/2017,11351
"42383395750000","4238339575","PARSLEY","WFMP_B","PRODUCING",10080,7/1/2016,13994
"42383395760000","4238339576","PARSLEY","WFMP_B_LOWER","PRODUCING",4877,5/1/2016,17334
"42383395770000","4238339577","OXY","WFMP_B","PRODUCING",6267,3/1/2017,11804
"42383395790000","4238339579","SABLE","WFMP_C_TARGET","PRODUCING",8914,8/1/2016,2661
"42383395800000","4238339580","SABLE","WFMP_C_TARGET","PRODUCING",8890,8/1/2016,2827
"42383395810000","4238339581","PARSLEY","WFMP_B_LOWER","PRODUCING",7419,5/1/2016,12045
"42383395820000","4238339582","PARSLEY","WFMP_B_LOWER","PRODUCING",7419,5/1/2016,12756
"42383395830000","4238339583","PIONEER","UNKNOWN","PERMIT",null,null,null
"42383395840000","4238339584","PIONEER","UNKNOWN","PERMIT",null,null,null
"42383395850100","4238339585","PARSLEY","WFMP_B_LOWER","PRODUCING",10129,6/1/2016,14812
"42383395860000","4238339586","PARSLEY","WFMP_B_LOWER","PRODUCING",10407,5/1/2016,12616
"42383395870000","4238339587","APACHE","WFMP_A","PRODUCING",9100,7/1/2016,10414
"42383395890000","4238339589","LAREDO","WFMP_A","PRODUCING",7438,8/1/2017,6832
"42383395900000","4238339590","LAREDO","WFMP_A","PRODUCING",7577,8/1/2017,8309
"42383395920000","4238339592","SABLE","WFMP_A","PRODUCING",9528,2/1/2017,5896
"42383395930000","4238339593","PARSLEY","WFMP_B_LOWER","PRODUCING",7456,6/1/2016,11622
"42383395940000","4238339594","SABLE","WFMP_A","PRODUCING",11297,8/1/2016,9448
"42383395950000","4238339595","SABLE","WFMP_C","PRODUCING",9765,10/1/2016,4349
"42383395960000","4238339596","SABLE","WFMP_B_LOWER","PRODUCING",9774,9/1/2016,8837
"42383395970100","4238339597","SABLE","WFMP_A","PRODUCING",9586,11/1/2016,7448
"42383395980000","4238339598","SABLE","WFMP_B","PRODUCING",9719,9/1/2016,6888
"42383395990000","4238339599","LAREDO","WFMP_B","PRODUCING",12754,8/1/2016,8684
"42383396000000","4238339600","LAREDO","WFMP_B","PRODUCING",12754,9/1/2016,10115
"42383396010000","4238339601","PARSLEY","WFMP_B_LOWER","PRODUCING",10055,8/1/2016,14985
